,TF,Target,Label
0,17,399,1
1,17,433,1
3,17,1128,1
4,17,134,1
8,17,907,1
11,17,594,1
17,17,676,1
20,17,1039,1
23,17,1127,1
26,17,281,1
28,17,444,1
31,17,24,1
35,17,352,1
36,17,1113,1
52,17,137,1
54,17,650,1
60,17,25,1
63,17,870,1
69,17,139,1
71,17,517,1
73,17,709,1
76,17,979,1
78,17,670,1
80,17,215,1
82,17,219,1
84,17,821,1
91,17,197,1
102,17,5,1
106,17,882,1
108,17,396,1
110,17,534,1
117,17,442,1
120,17,812,1
122,17,274,1
123,17,126,1
124,17,754,1
125,17,688,1
129,17,988,1
133,17,365,1
137,17,640,1
139,17,1018,1
145,17,1030,1
147,17,172,1
149,17,894,1
150,17,964,1
155,17,279,1
166,17,735,1
167,17,877,1
170,17,748,1
173,17,825,1
175,17,437,1
178,17,616,1
183,17,407,1
184,17,53,1
190,17,501,1
192,17,1019,1
193,17,523,1
197,17,871,1
198,17,520,1
204,17,901,1
212,17,639,1
219,17,105,1
221,17,367,1
224,17,268,1
225,17,1026,1
227,17,874,1
235,17,63,1
238,17,974,1
242,17,379,1
244,17,541,1
247,17,700,1
249,17,1055,1
265,17,875,1
272,17,480,1
274,17,275,1
282,17,546,1
283,17,620,1
293,17,106,1
296,17,489,1
300,17,191,1
304,17,165,1
308,17,154,1
314,17,269,1
316,17,351,1
317,17,90,1
326,17,742,1
329,17,609,1
330,17,418,1
331,17,493,1
333,17,539,1
337,17,64,1
339,17,411,1
340,17,49,1
341,17,990,1
343,17,544,1
347,17,873,1
350,17,284,1
351,17,430,1
352,17,698,1
354,17,869,1
355,17,409,1
357,17,526,1
370,17,498,1
372,17,913,1
373,17,245,1
377,17,665,1
380,17,672,1
383,17,295,1
384,17,863,1
389,17,842,1
390,17,905,1
393,17,1008,1
397,17,728,1
402,17,768,1
407,17,844,1
408,17,273,1
410,17,1033,1
411,17,628,1
413,17,370,1
415,17,289,1
418,17,846,1
419,17,632,1
421,17,704,1
428,17,16,1
432,17,2,1
437,17,341,1
438,17,354,1
439,17,969,1
442,17,743,1
444,17,1031,1
445,17,1027,1
446,17,1073,1
447,17,400,1
448,17,667,1
455,17,456,1
456,17,1098,1
459,17,562,1
462,17,246,1
463,17,8,1
465,17,511,1
466,17,100,1
475,17,481,1
477,17,59,1
480,17,908,1
481,17,720,1
491,17,686,1
492,17,31,1
495,17,280,1
496,17,452,1
497,17,458,1
498,17,1037,1
499,17,1095,1
503,17,1056,1
504,17,94,1
507,17,290,1
522,17,519,1
525,17,977,1
526,17,1017,1
527,17,359,1
529,17,175,1
533,17,524,1
534,17,259,1
536,17,922,1
538,17,390,1
539,17,719,1
541,17,29,1
544,17,781,1
549,17,210,1
558,17,380,1
560,17,443,1
562,17,143,1
563,17,533,1
576,17,535,1
578,17,924,1
583,17,204,1
584,17,168,1
585,17,995,1
586,17,791,1
587,17,714,1
591,17,1040,1
593,17,303,1
594,17,101,1
607,17,323,1
609,17,366,1
610,17,831,1
611,17,1059,1
614,17,218,1
617,17,658,1
628,101,207,1
630,101,349,1
638,101,196,1
641,101,681,1
645,101,687,1
647,101,434,1
653,101,530,1
658,101,787,1
662,101,1061,1
663,101,272,1
668,101,586,1
671,101,836,1
675,101,759,1
681,101,133,1
682,101,138,1
684,101,606,1
690,101,370,1
696,101,769,1
697,101,411,1
701,101,254,1
702,101,1024,1
706,101,1131,1
707,101,566,1
